,beta_t1,beta_t2
1,0.014390571565306438,-0.000615056290867573
2,0.017208504232247842,-0.0006070743771975124
3,0.01917461752959513,-0.0006789218276048869
4,0.017869746549309222,-0.0005580306966705129
5,0.020668117788098798,-0.0007786291508849306
6,0.014198930664392442,-0.0005718814940131408
7,0.01731981464950186,-0.0006037663450029648
8,0.02468153910455841,-0.0007901374457464575
9,0.01760926895771916,-0.0007470579490378609
10,0.02369982685952,-0.0006190344897741357
11,0.014187736498810291,-0.0004311305979598393
12,0.017202189646536487,-0.0006389391425563617
13,0.01931506742417995,-0.0007206198841822436
14,0.019701748425594936,-0.0006566919425151476
15,0.024383796066535672,-0.0007857867807277658
16,0.0171356819378445,-0.0006510405505962887
17,0.017119456755973043,-0.0006234412546646825
18,0.01646311257624758,-0.0006917747627870982
19,0.016669321757265036,-0.000618916682875558
20,0.017551927861490055,-0.000592787717652838
21,0.020136401410299144,-0.0006954818118411309
22,0.022773590295381955,-0.0009491169479871402
23,0.023053861150149655,-0.0007073954510057163
24,0.020919787976164055,-0.0007657505031507342
25,0.010712493586225301,-0.0005071874204464821
26,0.020462577316877333,-0.0005419530141124408
27,0.01645988368168253,-0.0006785348732495135
28,0.017359458571661036,-0.0006315104116823997
29,0.01605083337911013,-0.000568904641069947
30,0.017288862748354162,-0.000747960216954825
31,0.01689633240324281,-0.0004878652352463062
32,0.013270313252062961,-0.0006566005149808242
33,0.01730486499865732,-0.000570559711167936
34,0.012742758023764119,-0.0006528948526907213
35,0.018719091441814967,-0.0005634818280781544
36,0.01785512775778071,-0.0006525983464534759
37,0.013961975747256782,-0.0005013300749446796
38,0.01888738685179572,-0.0005877304584369387
39,0.022857129339134558,-0.0007641619085505375
40,0.013146402723782237,-0.0004732997520605156
41,0.019844103987763952,-0.0007480555880273455
42,0.015496918476683972,-0.0005602239862462187
43,0.017230548441517585,-0.0005273965956584918
44,0.02279643406231613,-0.0007716681259628293
45,0.01816662414282459,-0.000674791446118262
46,0.01778065742286083,-0.000640281780789863
47,0.017533590013570344,-0.000703118419485281
48,0.014611616099515085,-0.000604594095184499
49,0.016684109986549664,-0.0006698101678421243
50,0.013459321367012342,-0.0005653801518526765
51,0.01005262046784938,-0.00042606730523573065
52,0.021835883291731736,-0.0006998125315665096
53,0.02291041824160492,-0.0008264577692158624
54,0.010391759717050504,-0.0002989134459698989
55,0.019280256048924735,-0.0006026367625787312
56,0.01856208523167989,-0.0005840182642116204
57,0.024090715877298344,-0.0007576094906801403
58,0.016468113307875214,-0.000597280348487699
59,0.016272240163542003,-0.000551541114326134
60,0.016137464639100027,-0.0007021940330486197
61,0.023317365569397785,-0.0008046074174075321
62,0.019364110403650308,-0.0006959906190473218
63,0.019087944824161672,-0.0008371698468455828
64,0.01545947579560632,-0.0005674623512540187
65,0.011399961920351837,-0.0004406204242393384
66,0.01903715926126552,-0.0006572164893263117
67,0.018463029858755423,-0.0006335138861539179
68,0.014122652223524242,-0.0005125809877238027
69,0.01725337685461573,-0.000610947513104435
70,0.014128391126261255,-0.0006596379090183704
71,0.017549497787192475,-0.0006508157525407761
72,0.014056727558640226,-0.0004792799867467696
73,0.017187757915585307,-0.0007439330134829226
