"","coef_t_UDel","coef_t2_UDel","coef_t_20cr","coef_t2_20cr","coef_t_BEST","coef_t2_BEST"
"1",0.0202796022993663,-0.000708036989104003,0.0177350310463343,-0.00063381858053013,0.0193799353988285,-0.000644040875101799
