Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cameroon,CMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379.825673,3155.259082,2968.999787,2656.024422,2630.840717,2633.52934,2671.686178,2719.901412,2775.047269,2825.619026,2858.008287,2903.922104,2954.419148,3033.329948,3160.892495,3144.939264,3176.917282,3224.755174,3226.595479,3219.964047,3223.510024,3242.354443,3300.945519,3372.903835,3470.785658,3570.424551,3634.381137,3665.117851,3711.850439,3742.856779,3666.410626
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.723315,1606.326694,1382.761987,1150.83623,1066.468172,1039.752865,1000.689174,921.422433,885.7858948,828.2092557,751.5577568,715.6779282,715.4543989,732.5366287,757.6860992,778.9680436,794.429458,817.0695985,839.8155864,835.6117229,865.6840402,894.8265445,926.7878162,972.4559343,1029.790813,1065.242371,1055.572915,1059.810762,1085.893688,1097.94884,1082.445242
"Congo, Rep.",COG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068.286948,5049.206077,5040.357668,4854.626404,4461.657639,4510.633104,4571.971362,4414.313537,4448.409191,4209.771602,4399.84279,4438.692049,4512.432167,4420.225128,4438.977585,4634.971827,4841.595123,4368.588334,4487.377392,4847.756782,5169.167422,5137.611683,5504.184956,5331.904082,5552.844606,5224.302467,4544.075841,4234.659883,3928.427999,3825.70148,3433.958941
Colombia,COL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8307.25326,8308.932643,8478.203182,8764.526634,9100.983493,9400.309197,9424.096947,9580.086741,9473.818705,8927.730067,9042.662791,9051.414235,9137.464303,9356.209684,9716.499107,10049.12618,10586.79488,11161.51332,11393.20223,11395.56214,11783.29991,12480.54655,12852.6257,13390.4852,13852.24205,14095.74836,14194.51566,14171.3205,14314.85558,14585.30249,13448.93225
Comoros,COM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.330914,2812.282501,2964.216714,2966.222955,2730.62804,2751.164083,2642.093769,2675.582616,2639.297729,2621.566381,2833.591016,2829.083472,2825.800985,2817.312764,2804.003873,2815.702121,2821.938477,2777.142236,2819.658741,2840.632898,2878.26971,2924.685517,2946.202224,3005.510857,2996.379345,2959.498097,2987.970275,3032.262133,3073.116794,3058.818229,2989.170445
Cabo Verde,CPV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.618506,1730.787103,1868.638379,1974.24059,2288.241204,2546.601186,2769.275079,3010.835457,3319.835076,3622.653754,4065.479414,4084.44402,4228.513083,4336.865171,4709.03724,4964.79746,5291.047556,6018.107241,6341.204482,6185.760917,6200.343537,6366.128511,6353.707704,6323.376462,6281.793971,6266.881779,6482.72155,6643.179892,6864.185298,7171.826425,6045.060885
Costa Rica,CRI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9932.629839,9895.495601,10528.34779,10988.77545,11198.02715,11378.00017,11255.97406,11595.93704,12148.19686,12394.54799,12624.07057,12832.57368,13054.71918,13411.8483,13802.72868,14149.51924,14976.81578,15989.33133,16527.43608,16174.27686,16830.43618,17360.20159,17994.53623,18233.01597,18669.09668,19141.68307,19736.6653,20347.03477,20672.61583,20937.53823,19903.14033
Caribbean small states,CSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.34079,10441.23447,10640.9456,10901.44763,11104.3116,11322.21719,11595.01833,11928.54671,11984.04253,12434.26663,12769.26673,12958.1243,13335.57647,14033.9403,14508.74663,14905.85743,15816.51272,16250.61889,16373.31319,15733.33708,15856.76875,15965.47573,16060.62952,16103.63577,16091.98446,16125.97431,15818.39802,15737.80411,15954.50852,15975.64863,14813.97812
Cuba,CUB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29669.86461,30562.31835,30646.14873,30107.17996,29653.96471,29102.86384,28829.01689,28963.40996,29227.07658,28883.10378,28543.36071,28313.04862,28040.03605,27503.78944,26826.59238,26548.7,26009.528,25475.48966,25054.89523,24494.34263,20300.31907
Cayman Islands,CYM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80513.47821,80595.66749,77987.96784,70428.43172,66882.50759,66255.63177,65835.08782,65598.18119,66326.88748,67241.28339,68484.50784,69753.08972,71784.04808,73633.70163,67871.1955
Cyprus,CYP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25286.28338,24822.34506,26442.70681,25992.48599,26962.57782,28692.37252,28591.26473,28933.28046,30327.21182,31488.62286,33013.98251,33950.95983,34813.67667,35295.36498,36576.87309,37803.57553,38930.61305,40053.41379,40484.61491,38618.00937,38379.0904,37562.44914,35719.3218,33456.28909,33207.77071,34472.29851,36523.73321,38050.85774,39559.48796,40226.80949,37655.18035
Czech Republic,CZE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23585.18149,20895.87976,20768.78817,20760.05425,21356.3128,22758.59681,23756.97839,23659.32079,23597.30618,23948.38503,24976.50632,25833.41467,26289.62614,27239.55944,28542.25482,30384.44665,32352.81297,33956.24598,34580.44335,32782.61235,33483.13759,34002.18978,33688.09983,33661.46842,34386.70491,36168.41856,37014.95929,38824.88792,39932.99219,40981.05651,38509.26691
Germany,DEU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36699.4817,38294.15494,38734.93841,38105.2306,38881.56912,39366.08864,39568.60247,40218.84688,41022.61463,41769.81203,42928.18134,43576.63653,43417.308,43089.47382,43605.27867,43949.28818,45678.08192,47100.6097,47643.22274,45044.48639,46999.23997,49757.92416,49872.44749,49954.17375,50845.527,51159.29746,51879.67259,53071.45557,53486.84057,53929.63929,51374.02744
Djibouti,DJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4028.43237,4238.944355,4488.802658,4709.523889,4885.205039,5214.072187,5534.766172,5481.114817
Dominica,DMA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7775.437361,7885.270711,8026.022726,8168.005422,8144.829448,8384.488924,8665.722436,8897.898208,9287.53573,9367.805224,9611.53337,9602.501686,9308.363873,9862.737606,10122.46625,10160.99441,10613.68924,11275.37812,12072.84744,11928.44473,12003.76608,11971.02013,11837.236,11708.145,12216.53184,11873.74184,12154.75144,11304.04333,11527.57106,12368.93942,10288.86718
Denmark,DNK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39027.97874,39469.32281,40108.89195,39979.75738,41969.68871,43015.67751,44013.38559,45260.13712,46096.36972,47298.53735,48907.0114,49133.2231,49204.89901,49262.64497,50446.5416,51483.27379,53322.289,53569.02802,52982.53174,50114.05005,50825.41229,51293.20618,51216.30941,51479.26645,52048.33549,52892.64603,54185.00848,55356.68078,56178.77463,57161.68639,55819.90953
Dominican Republic,DOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.20781,6143.848158,6706.026132,7068.107888,7122.376245,7396.841992,7707.395196,8255.564811,8670.437846,9043.597783,9322.139196,9410.032484,9690.598875,9424.795253,9533.318944,10291.30322,11087.48196,11756.46662,11980.83946,11944.34813,12782.45717,13024.32852,13219.69413,13702.32121,14499.63041,15328.35951,16166.61153,16735.36442,17711.79553,18412.89999,17003.01302
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8746.340762,8431.377821,8383.758348,8027.365901,7792.074446,7935.168924,8116.949627,8074.749415,8360.140817,8506.334863,8710.444074,8855.008927,9232.415784,9771.672432,10058.42623,10504.84511,10527.40869,10717.77084,10796.88884,10782.34738,10970.69242,11078.22824,11233.51704,11319.08267,11512.69047,11696.95036,11826.15138,11737.40124,11630.67941,11521.98421,10735.38254
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.253755,2300.196267,2497.100399,2718.167014,2954.784614,3195.034156,3431.545346,3613.73416,3595.684678,3763.141466,3996.606013,4213.126634,4492.674398,4830.845002,5206.027685,5645.194882,6177.826683,6844.884545,7346.779444,7825.666761,8510.813092,9137.425962,9731.903277,10329.50556,10933.66448,11552.15567,12202.06315,12903.42432,13637.5491,14329.62296,14386.03362
Early-demographic dividend,EAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4460.523571,4554.834228,4639.468222,4704.742819,4772.18725,4827.333515,5015.415407,5140.908261,5147.334703,5184.424196,5318.449884,5304.59057,5335.166468,5545.21544,5802.87052,6056.906621,6326.898042,6599.253897,6731.199996,6746.666883,7085.046439,7338.607699,7547.733523,7787.742333,8041.592084,8333.703582,8656.258403,8963.459458,9212.206092,9334.790469,8813.623238
East Asia & Pacific,EAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141.095644,5342.46744,5542.650183,5752.074113,6022.447189,6329.365479,6642.504664,6857.176771,6768.062722,6972.383571,7303.94851,7503.685545,7806.566144,8169.353984,8622.019549,9106.668943,9676.348129,10385.06867,10820.21781,11094.43433,11905.96422,12520.90699,13113.97168,13731.20334,14322.65857,14927.71222,15561.0614,16277.5928,16996.26316,17649.00088,17548.58722
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15330.94411,14378.37344,12753.1382,11884.06625,10526.20817,10290.94908,10223.44866,10409.41468,10221.39994,10451.38811,11281.69795,11661.20659,12306.28201,13137.11547,14243.06256,15212.14927,16429.99524,17689.15762,18440.44292,17219.89933,17964.50363,18901.29016,19480.93339,20074.69191,20261.38374,20225.90691,20443.46122,21128.36282,21702.62491,22114.26012,21646.54528
Europe & Central Asia,ECS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23577.43736,23305.71318,22693.08212,22219.05078,22028.12324,22345.87343,22640.31626,23260.12383,23715.14574,24352.26638,25462.59612,26040.11423,26539.41336,27113.88159,28083.57112,28895.32101,30112.1695,31286.29075,31648.25073,30039.14852,30791.90947,31577.25989,31668.03462,31894.05049,32291.50339,32724.41133,33204.24089,34073.93787,34765.17461,35345.83878,33459.05042
Ecuador,ECU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293.740675,8450.151423,8432.61866,8406.557672,8571.739211,8575.674915,8539.337989,8723.829028,8826.386999,8243.411048,8176.344448,8350.885328,8541.672307,8625.792511,9178.418076,9503.69469,9757.375103,9805.651213,10257.39963,10148.86595,10340.9703,10984.28377,11431.37562,11818.58683,12078.47439,11896.37516,11551.61597,11617.91222,11561.74785,11370.6033,10329.19875
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6086.686754,6016.906969,6152.929004,6203.068196,6321.250708,6483.315621,6671.089393,6897.521242,7138.212201,7422.835299,7744.715238,7867.50744,7905.41252,8007.645029,8184.065808,8397.032444,8814.14605,9274.977054,9763.504449,10031.03296,10340.07323,10302.44285,10301.10781,10290.19162,10353.6668,10570.44523,10795.80874,11014.48648,11366.33552,11763.25328,11951.44753
Euro area,EMU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32681.85062,33413.22827,33726.41207,33357.31053,34073.32689,34814.332,35321.15327,36200.7393,37224.10579,38218.35355,39568.54273,40300.64268,40502.76971,40592.1206,41304.94347,41799.78383,42966.74773,44041.57639,44010.53198,41862.98086,42639.45814,43411.92932,42910.35981,42649.54016,43094.95069,43850.88932,44543.91291,45609.50867,46346.10211,47035.59682,43882.97109
Eritrea,ERI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27543.91924,28173.38724,28296.25568,27859.54304,28388.01265,29042.34414,29691.0968,30661.65483,31876.43959,33173.1172,34757.61502,35874.75293,36337.5552,36750.44185,37249.77351,37963.36584,38858.47107,39520.82227,39240.39519,37430.6785,37319.47622,36884.25924,35769.46003,35371.73982,35968.62014,37377.06802,38477.57918,39528.92539,40256.95248,40803.62698,36219.93844
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12730.71741,13558.56853,15503.84483,16332.81993,16215.57895,17765.20753,18952.10701,20364.00874,22049.68279,23691.15299,26096.98834,28814.92032,31140.57984,29621.76453,25337.17524,26015.74635,27990.13641,28997.32288,29525.11886,30494.0963,31038.80463,32008.93436,33821.93291,35097.7041,36399.92922,35215.36382
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0135653,687.5431513,605.7706676,661.3124464,659.0914013,676.5866588,736.9477942,737.3295543,691.2163745,706.1643402,727.7666847,765.8093799,755.4346892,718.3330239,793.0937535,862.3553419,929.6944434,1008.135323,1086.699475,1150.206044,1259.022581,1360.938522,1437.376607,1545.177956,1656.634489,1779.084111,1894.897364,2021.562908,2103.515858,2221.404665,2296.827352
European Union,EUU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28523.47552,28839.02817,29039.73456,28799.15621,29494.59154,30261.79982,30822.95728,31566.62237,32460.94668,33332.38961,34592.13171,35328.34909,35691.85608,35953.66891,36811.11128,37443.90589,38689.15204,39844.49229,40064.60029,38261.53541,39006.31723,39780.80321,39439.90916,39342.79139,39889.26639,40752.17564,41515.93629,42676.62943,43555.89944,44389.1094,41684.22057
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.210438,2620.141741,2572.492095,2521.197458,2453.630353,2434.63344,2513.968265,2587.251916,2701.137796,2750.809554,2839.516144,2893.207634,2956.85442,2883.339012,3136.045341,3270.031901,3413.865812,3563.385198,3692.690043,3806.179161,3984.195182,3911.883168,4085.207475,4191.407824,4258.455051,4292.352809,4324.942586,4335.993015,4367.59103,4404.506121,4113.911328
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32939.38329,30831.60881,29648.74394,29310.30707,30340.82384,31499.80578,32548.01516,34506.77188,36293.39156,37795.05776,39894.19446,40842.34177,41439.01923,42168.69347,43724.96612,44786.90966,46412.20035,48664.26571,48817.98949,44662.10014,45874.6613,46825.82484,45952.24638,45328.57532,44976.77645,45072.59021,46206.78781,47570.13358,48049.58378,48641.62408,47167.42722
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8451.426335,8146.942564,8538.572869,8599.255799,8912.155989,9019.263085,9344.204271,9042.407923,9075.107942,9798.357402,9575.860127,9732.432265,10027.43529,10117.52078,10630.48437,10656.1424,10771.43641,10573.59623,10566.9054,10319.36909,10547.90979,10787.63948,10919.47583,11429.33288,12058.00624,12569.06456,12820.75699,13429.30062,13846.12066,13684.2917,11450.75083
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33732.01421,33897.23144,34268.54217,33905.88226,34576.54381,35177.65894,35548.62852,36250.68896,37413.43936,38494.94682,39732.28245,40226.62707,40388.62565,40433.49004,41272.63238,41643.98889,42367.56986,43127.21286,42996.20978,41546.49058,42147.67168,42864.01897,42790.63288,42816.27148,43021.39464,43345.78643,43705.14756,44577.06457,45284.00279,46017.76596,42313.19311
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.504774,3137.361365,3179.201045,3354.789309,3269.85575,3450.245515,3316.51308,3110.848423,3207.418526,3264.68726,3434.098093,3516.229126,3540.18659,3600.046998,3498.257303,3586.133831,3609.104771,3574.449808,3518.44284,3576.868629,3659.638766,3756.908631,3649.44968,3468.166617,3340.202883,3448.303692,3437.38984,3490.130487,3460.909048,3465.540192,3368.545783
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18179.17,18770.60373,17704.52647,17917.21919,18099.39572,18514.56798,18703.16665,19284.53018,19465.24528,17297.80601,16567.24561,16522.19736,16093.40514,16060.68758,15767.17937,15761.14848,14894.69357,15334.72354,14378.49298,13934.85657,14415.44591,14883.49426,15082.65656,15342.18131,15437.26503,15510.03895,15359.7404,15006.84404,14743.69824,14945.85929,14320.84465
United Kingdom,GBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31217.21806,30777.52798,30817.51816,31509.1898,32637.83874,33375.70964,34099.31658,35681.24413,36699.52046,37671.06985,38915.19754,39569.15051,40238.58579,41265.17497,41997.60621,42791.89675,43576.19779,44219.48767,43767.6958,41592.9279,42147.76556,42429.20983,42754.54043,43271.82746,44239.15106,45041.05718,45712.78343,46372.3866,46853.20111,47368.58441,42535.58137
Georgia,GEO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135.46289,8724.290499,4769.996524,3346.568025,3045.042484,3243.846213,3740.485453,4268.695273,4511.488803,4737.405516,4919.23188,5236.222806,5572.622006,6230.821909,6632.814265,7315.19848,8049.906055,9109.897741,9358.61459,9097.421248,9736.732094,10541.4719,11295.75409,11740.08912,12254.64565,12605.14007,12963.74396,13589.70739,14253.40899,14989.25816,13999.10245
Ghana,GHA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.509593,2459.250963,2481.870016,2528.986709,2540.683906,2574.836015,2624.175452,2666.128917,2723.295429,2774.324284,2807.361531,2849.006037,2905.238557,2982.086868,3071.805651,3172.170499,3290.063047,3345.636091,3558.789002,3637.476218,3828.419371,4261.620748,4548.579354,4769.072559,4794.147084,4785.994683,4837.537957,5115.90675,5315.253905,5540.045627,5445.725407
Gibraltar,GIB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.640611,1503.801223,1511.113817,1545.648684,1565.266703,1594.929221,1622.749207,1662.661984,1679.691842,1701.729752,1704.956378,1730.302117,1783.849996,1771.660089,1778.051585,1794.383162,1777.134743,1856.26109,1889.18795,1825.673398,1870.800051,1932.505815,2002.321687,2035.318627,2061.694917,2087.935026,2253.477683,2417.803795,2499.707266,2567.033987,2670.823355
"Gambia, The",GMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.233478,2248.38056,2245.610806,2240.453519,2175.50442,2127.874727,2108.828492,2145.030905,2152.681998,2220.519642,2270.486495,2327.354359,2180.852504,2257.277835,2341.173183,2216.186062,2137.818529,2137.857133,2205.114392,2283.18618,2346.720479,2091.828766,2135.744238,2131.436027,2038.802518,2058.658146,2036.877159,2072.646833,2158.077558,2224.909842,2156.754729
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.661475,2049.613967,2025.793924,2022.608737,2042.459307,2088.255302,2284.369157,2386.301545,1683.250217,1667.63153,1722.757481,1723.453049,1669.270256,1641.028914,1647.578063,1677.708689,1675.770179,1688.813687,1700.285515,1713.763538,1747.237485,1839.692742,1760.883995,1770.476147,1740.896737,1800.063382,1864.263035,1925.237737,1901.931739,1939.28951,1847.465824
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.985049,996.8783445,1299.925476,1395.403468,1572.062326,1781.264878,2857.502271,6868.493172,8165.994032,9851.275584,11176.51896,17523.54516,20084.34301,21944.50566,29004.18672,32390.20744,33330.89057,36685.34335,41249.48658,39914.17531,34732.21915,35377.73649,36671.35744,33678.73784,32436.5535,28313.43316,24827.03212,22550.95816,20386.01387,18502.56396,17007.62478
Greece,GRC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24262.94767,24716.62463,24700.23763,24162.47629,24522.6322,24920.83695,25521.39002,26534.61003,27415.74483,28149.96572,29133.96572,30180.35658,31249.53286,32981.49458,34565.06116,34670.33526,36520.20631,37619.82391,37394.33452,35692.10064,33693.21148,30318.40467,28322.57306,27810.91123,28129.96132,28260.38667,28239.91921,28604.86094,29141.17438,29698.03048,27034.73913
Grenada,GRD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8813.923837,8923.6313,8784.025564,8517.895109,8565.27944,8665.594068,8985.947967,9384.236198,10440.33924,11116.31436,11613.41539,11333.73614,11678.74401,12738.90571,12614.82416,14246.99272,13641.28297,14442.88028,14541.85144,13537.79492,13412.79337,13444.64814,13206.97424,13427.55196,14317.32573,15142.06257,15614.29779,16217.49985,16827.48743,16867.57213,14488.53187
Greenland,GRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561.070684,5611.542265,5730.645953,5805.709528,5891.327439,6033.042695,6064.020817,6181.172344,6338.338074,6428.047976,6499.883285,6493.60647,6589.737074,6612.669877,6676.704533,6753.682536,6972.381592,7269.20626,7365.280436,7262.500109,7335.988974,7503.674656,7590.755467,7734.117707,7939.374378,8125.655534,8206.047987,8322.21681,8462.172107,8653.308195,8393.284643
Guam,GUM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.085843,5128.394259,5495.842145,5901.420042,6364.822776,6663.97313,7198.826309,7672.260349,7585.436568,7852.710834,7776.298232,7969.698164,8064.477809,8009.69586,8128.425017,7965.367468,8371.951303,8972.291003,9112.260174,9454.06801,9788.848751,10275.87598,10780.9365,11117.52279,11244.39739,11261.77956,11631.05672,12005.4051,12477.58064,13082.18148,18679.95543
High income,HIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32186.49734,32481.77945,33010.23448,33169.54127,34001.57252,34705.49449,35536.05507,36529.96972,37296.2623,38290.54687,39649.51772,39978.67401,40343.05951,41033.53953,42187.10859,43147.01546,44235.50119,45159.79167,45036.61782,43265.12462,44314.33703,45039.82325,45375.86632,45778.19631,46492.90369,47384.94876,47986.07765,48880.14294,49794.47974,50473.64176,47956.44538
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28798.4586,30189.15856,31803.28709,33200.2074,34420.24654,34546.41403,34453.83658,35910.65653,33517.19239,34030.77053,36317.1207,36252.66089,36690.39896,37886.46653,40862.67237,43690.39051,46463.58371,49043.94817,49788.81397,48459.96458,51360.96698,53472.99327,53785.15301,55230.85943,56359.29899,57215.94803,58096.29926,59849.24818,61062.94765,59586.20401,56153.9715
Honduras,HND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.029065,3749.173207,3866.115788,4002.9606,3899.714051,4024.992122,3984.568827,4049.974599,4077.550306,3935.731228,4108.774977,4109.769697,4154.925357,4235.623137,4390.473342,4546.240635,4733.547869,4914.323743,5011.607299,4787.863751,4866.973931,4956.402852,5065.456999,5113.459151,5177.415197,5283.416914,5395.614551,5561.994542,5680.362884,5736.181633,5138.385398
