Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Congo, Rep.",COG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11944634583,12230752472,12550213373,12427261040,11744622178,12212683469,12736666401,12657086161,13130151436,12791104750,13760156338,14283400304,14937847146,15059331291,15582888764,16791460059,18132466084,16933185719,18001056072,20095890965,22091667238,22578991603,24824958475,24648096919,26303630551,25369698641,22634023588,21642080500,20602102448,20584202114,18948901358
Colombia,COL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E+11,2.80E+11,2.92E+11,3.08E+11,3.25E+11,3.42E+11,3.49E+11,3.61E+11,3.63E+11,3.48E+11,3.58E+11,3.64E+11,3.73E+11,3.88E+11,4.09E+11,4.29E+11,4.57E+11,4.88E+11,5.04E+11,5.10E+11,5.33E+11,5.70E+11,5.92E+11,6.23E+11,6.51E+11,6.70E+11,6.84E+11,6.93E+11,7.11E+11,7.34E+11,6.84E+11
Comoros,COM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260037682,1192050620,1293744242,1332634987,1262314730,1307886898,1290993068,1343022072,1360246542,1386423245,1536820756,1572673357,1609237145,1643093429,1674635233,1722153809,1767738454,1781881110,1853155856,1912458939,1985131106,2066518443,2132652673,2228619361,2275420511,2300817403,2377220187,2467927827,2557822716,2602720902,2599367673
Cabo Verde,CPV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590950870,599248688,664792395.7,722684587.5,861314583.4,983721479,1095339680,1217124212,1369475127,1523166507,1740748844,1779596344,1873041013,1951264062,2150235876,2298870027,2482406073,2859004153,3049142810,3010405708,3054562041,3175794137,3210153634,3235924671,3255703052,3288483544,3443232724,3570702549,3732496854,3944045537,3360981311
Costa Rica,CRI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30984203096,31686198239,34601678208,37057425483,38732061056,40340972685,40885761199,43124733260,46210440997,48158123826,50021225874,51767551841,53536385098,55847647136,58318681907,60637821316,65080569801,70427024506,73763980088,73119684220,77039150480,80431306952,84358439807,86462985573,89525599525,92795146907,96696554845,1.01E+11,1.03E+11,1.06E+11,1.01E+11
Caribbean small states,CSS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61921483568,63256485817,65045801990,67265463963,69150234978,71117155872,73411272897,76086843535,76983703565,80430568744,83172440075,84993594252,88081029172,93339470303,97164858567,1.01E+11,1.07E+11,1.11E+11,1.13E+11,1.09E+11,1.11E+11,1.12E+11,1.14E+11,1.15E+11,1.15E+11,1.16E+11,1.15E+11,1.15E+11,1.17E+11,1.18E+11,1.10E+11
Cuba,CUB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971608076,3943975496,3959635646,3971046715,3979324833,4006242031,4071781517,4172352986,4263645931,4240992777,4244483367,4270485436,4264553003,4230687899,4182507191,4194163627,4152785279,4080536557,3992146786,3856413799,3146833660
Cayman Islands,CYM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084368236,4213541496,4198482248,3896171271,3790365470,3834677200,3881834283,3931495793,4035858449,4150199252,4284664749,4421090333,4606525933,4782361653,4460494968
Cyprus,CYP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14631995014,14740198793,16125777334,16238657854,17196738457,18634810432,18867481242,19365751542,20549162940,21576201971,22863289373,23766974727,24651808857,25298496338,26570085772,27859533054,29172783710,30660032193,31778145923,31137732910,31765063478,31892580495,30793299987,28775390941,28249000094,29204686284,31089718667,32909256999,34782728912,36620365662,34705491100
Czech Republic,CZE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44E+11,2.15E+11,2.14E+11,2.14E+11,2.21E+11,2.35E+11,2.45E+11,2.44E+11,2.43E+11,2.46E+11,2.56E+11,2.64E+11,2.68E+11,2.78E+11,2.91E+11,3.10E+11,3.31E+11,3.50E+11,3.59E+11,3.42E+11,3.51E+11,3.57E+11,3.54E+11,3.54E+11,3.62E+11,3.81E+11,3.91E+11,4.11E+11,4.24E+11,4.37E+11,4.12E+11
Germany,DEU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92E+12,3.06E+12,3.12E+12,3.09E+12,3.17E+12,3.22E+12,3.24E+12,3.30E+12,3.37E+12,3.43E+12,3.53E+12,3.59E+12,3.58E+12,3.56E+12,3.60E+12,3.62E+12,3.76E+12,3.87E+12,3.91E+12,3.69E+12,3.84E+12,3.99E+12,4.01E+12,4.03E+12,4.12E+12,4.18E+12,4.27E+12,4.39E+12,4.43E+12,4.48E+12,4.28E+12
Djibouti,DJI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558298198,3809568964,4102756652,4375698707,4612122077,4999893743,5388410350,5415352401
Dominica,DMA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547561849.9,554941696.8,566203799.2,578441808,578641263.3,596179084.9,614685689.6,628120430.3,651827120.2,654135103.2,669443299.2,669015895,650096132.9,691397631.6,712490032.1,717162985.4,750578875.4,798262944.5,855107711.7,845106451.9,850790928.6,848888979.6,839899243.3,831500749.5,868485465.2,845113575.3,866718860.9,807786936.2,825673804.7,888188801.7,740705836.9
Denmark,DNK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E+11,2.03E+11,2.07E+11,2.07E+11,2.19E+11,2.25E+11,2.32E+11,2.39E+11,2.45E+11,2.52E+11,2.61E+11,2.63E+11,2.65E+11,2.66E+11,2.73E+11,2.79E+11,2.90E+11,2.93E+11,2.91E+11,2.77E+11,2.82E+11,2.86E+11,2.86E+11,2.89E+11,2.94E+11,3.01E+11,3.10E+11,3.19E+11,3.25E+11,3.32E+11,3.26E+11
Dominican Republic,DOM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44250527081,44668313515,49680514931,53339242932,54726252212,57837675377,61295110461,66741345950,71222678748,75453340862,78970796245,80913095905,84550223232,83412425648,85556236993,93622681740,1.02E+11,1.10E+11,1.13E+11,1.14E+11,1.24E+11,1.28E+11,1.31E+11,1.38E+11,1.47E+11,1.58E+11,1.68E+11,1.76E+11,1.88E+11,1.98E+11,1.84E+11
Algeria,DZA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25E+11,2.23E+11,2.27E+11,2.22E+11,2.20E+11,2.28E+11,2.38E+11,2.40E+11,2.52E+11,2.60E+11,2.70E+11,2.79E+11,2.94E+11,3.15E+11,3.29E+11,3.48E+11,3.54E+11,3.66E+11,3.75E+11,3.81E+11,3.95E+11,4.06E+11,4.20E+11,4.32E+11,4.48E+11,4.65E+11,4.80E+11,4.86E+11,4.91E+11,4.96E+11,4.71E+11
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48E+12,3.75E+12,4.13E+12,4.55E+12,5.01E+12,5.49E+12,5.97E+12,6.36E+12,6.40E+12,6.77E+12,7.26E+12,7.72E+12,8.31E+12,9.01E+12,9.79E+12,1.07E+13,1.18E+13,1.32E+13,1.42E+13,1.53E+13,1.67E+13,1.81E+13,1.94E+13,2.08E+13,2.22E+13,2.36E+13,2.52E+13,2.68E+13,2.85E+13,3.01E+13,3.04E+13
Early-demographic dividend,EAR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05E+12,9.44E+12,9.83E+12,1.02E+13,1.05E+13,1.09E+13,1.15E+13,1.20E+13,1.23E+13,1.26E+13,1.32E+13,1.33E+13,1.37E+13,1.44E+13,1.54E+13,1.63E+13,1.73E+13,1.83E+13,1.90E+13,1.93E+13,2.06E+13,2.17E+13,2.26E+13,2.37E+13,2.48E+13,2.60E+13,2.74E+13,2.87E+13,2.99E+13,3.07E+13,2.94E+13
East Asia & Pacific,EAS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37E+12,9.87E+12,1.04E+13,1.09E+13,1.16E+13,1.23E+13,1.31E+13,1.36E+13,1.36E+13,1.41E+13,1.50E+13,1.55E+13,1.63E+13,1.72E+13,1.82E+13,1.94E+13,2.08E+13,2.25E+13,2.36E+13,2.43E+13,2.63E+13,2.78E+13,2.94E+13,3.10E+13,3.26E+13,3.42E+13,3.59E+13,3.78E+13,3.97E+13,4.15E+13,4.14E+13
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89E+12,5.56E+12,4.95E+12,4.63E+12,4.11E+12,4.02E+12,4.00E+12,4.07E+12,4.00E+12,4.09E+12,4.42E+12,4.56E+12,4.81E+12,5.14E+12,5.58E+12,5.96E+12,6.45E+12,6.96E+12,7.27E+12,6.82E+12,7.15E+12,7.57E+12,7.84E+12,8.13E+12,8.26E+12,8.29E+12,8.43E+12,8.77E+12,9.05E+12,9.26E+12,9.10E+12
Europe & Central Asia,ECS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98E+13,1.97E+13,1.93E+13,1.89E+13,1.88E+13,1.91E+13,1.94E+13,2.00E+13,2.04E+13,2.10E+13,2.19E+13,2.25E+13,2.29E+13,2.35E+13,2.44E+13,2.52E+13,2.63E+13,2.74E+13,2.79E+13,2.66E+13,2.73E+13,2.81E+13,2.83E+13,2.86E+13,2.91E+13,2.97E+13,3.02E+13,3.12E+13,3.19E+13,3.25E+13,3.09E+13
Ecuador,ECU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84852688573,88494007974,90365046231,92148145660,96072044504,98236114165,99937315630,1.04E+11,1.08E+11,1.03E+11,1.04E+11,1.08E+11,1.12E+11,1.15E+11,1.25E+11,1.31E+11,1.37E+11,1.40E+11,1.49E+11,1.50E+11,1.55E+11,1.67E+11,1.77E+11,1.86E+11,1.93E+11,1.93E+11,1.90E+11,1.95E+11,1.98E+11,1.98E+11,1.82E+11
"Egypt, Arab Rep.",EGY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42E+11,3.46E+11,3.61E+11,3.71E+11,3.86E+11,4.04E+11,4.24E+11,4.48E+11,4.73E+11,5.01E+11,5.33E+11,5.52E+11,5.65E+11,5.83E+11,6.07E+11,6.34E+11,6.78E+11,7.26E+11,7.78E+11,8.14E+11,8.56E+11,8.71E+11,8.90E+11,9.10E+11,9.36E+11,9.77E+11,1.02E+12,1.06E+12,1.12E+12,1.18E+12,1.22E+12
Euro area,EMU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02E+13,1.04E+13,1.06E+13,1.05E+13,1.08E+13,1.10E+13,1.12E+13,1.15E+13,1.19E+13,1.22E+13,1.27E+13,1.30E+13,1.31E+13,1.32E+13,1.35E+13,1.38E+13,1.42E+13,1.47E+13,1.47E+13,1.40E+13,1.43E+13,1.46E+13,1.44E+13,1.44E+13,1.46E+13,1.49E+13,1.52E+13,1.56E+13,1.58E+13,1.61E+13,1.50E+13
Eritrea,ERI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E+12,1.10E+12,1.11E+12,1.10E+12,1.12E+12,1.15E+12,1.18E+12,1.23E+12,1.28E+12,1.34E+12,1.41E+12,1.47E+12,1.51E+12,1.55E+12,1.60E+12,1.66E+12,1.73E+12,1.79E+12,1.80E+12,1.74E+12,1.74E+12,1.72E+12,1.67E+12,1.65E+12,1.67E+12,1.74E+12,1.79E+12,1.84E+12,1.88E+12,1.92E+12,1.72E+12
Estonia,EST,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18289381482,19193428259,21698173476,22639836344,22543611344,24817728446,26307704019,28089095452,30223941194,32280380502,35355547376,38808222831,41749552573,39606965135,33812840409,34639315873,37155198683,38354642990,38914018087,40085861825,40828660880,42117035737,44556473263,46398357576,48298993283,46873656514
Ethiopia,ETH,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36730641303,34108999236,31150903049,35245014519,36369317999,38597852110,43394088288,44754018594,43206362363,45436737792,48196209694,52197124695,52987767961,51842511687,58878890054,65837648262,72970977757,81330654831,90105030164,98036573378,1.10E+11,1.23E+11,1.33E+11,1.47E+11,1.63E+11,1.79E+11,1.96E+11,2.15E+11,2.30E+11,2.49E+11,2.64E+11
European Union,EUU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E+13,1.22E+13,1.23E+13,1.22E+13,1.25E+13,1.29E+13,1.32E+13,1.35E+13,1.39E+13,1.43E+13,1.49E+13,1.52E+13,1.54E+13,1.55E+13,1.60E+13,1.63E+13,1.69E+13,1.75E+13,1.76E+13,1.69E+13,1.72E+13,1.75E+13,1.74E+13,1.74E+13,1.77E+13,1.81E+13,1.85E+13,1.90E+13,1.95E+13,1.99E+13,1.87E+13
Fragile and conflict affected situations,FCS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29E+12,1.19E+12,1.20E+12,1.21E+12,1.21E+12,1.23E+12,1.31E+12,1.38E+12,1.47E+12,1.54E+12,1.63E+12,1.70E+12,1.78E+12,1.78E+12,1.99E+12,2.12E+12,2.27E+12,2.43E+12,2.59E+12,2.73E+12,2.93E+12,2.95E+12,3.16E+12,3.32E+12,3.45E+12,3.56E+12,3.68E+12,3.77E+12,3.88E+12,4.00E+12,3.83E+12
Finland,FIN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64E+11,1.55E+11,1.49E+11,1.48E+11,1.54E+11,1.61E+11,1.67E+11,1.77E+11,1.87E+11,1.95E+11,2.07E+11,2.12E+11,2.16E+11,2.20E+11,2.29E+11,2.35E+11,2.44E+11,2.57E+11,2.59E+11,2.38E+11,2.46E+11,2.52E+11,2.49E+11,2.47E+11,2.46E+11,2.47E+11,2.54E+11,2.62E+11,2.65E+11,2.69E+11,2.61E+11
Fiji,FJI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157497942,5991245268,6356711344,6492111356,6823209010,6993789136,7329491044,7168242287,7261429470,7900435170,7766127897,7921450466,8174936811,8256686126,8694290466,8755150534,8917338286,8841482563,8932796884,8808984951,9069261600,9314598098,9446056361,9893253402,10447623329,10917891687,11184905324,11783674124,12232909139,12178403817,10264956881
France,FRA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96E+12,1.99E+12,2.02E+12,2.00E+12,2.05E+12,2.09E+12,2.12E+12,2.17E+12,2.25E+12,2.33E+12,2.42E+12,2.47E+12,2.50E+12,2.52E+12,2.59E+12,2.63E+12,2.70E+12,2.76E+12,2.77E+12,2.69E+12,2.74E+12,2.80E+12,2.81E+12,2.83E+12,2.85E+12,2.88E+12,2.92E+12,2.98E+12,3.04E+12,3.09E+12,2.85E+12
Faroe Islands,FRO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288479091.8,309905418.3,322326477.1,348565964,346702805.1,371022151.5,359214848.2,337443061,347061929,351832081.4,368839305.7,376834275.5,378895550.2,384852224.2,372998186.7,380614314.2,380305806.2,373322686.9,364331237.6,368313739.6,376635383.3,388644684,381389388.3,367355144.4,358884758.6,375471995.8,378851921.2,389013434.2,389836795.1,394416594.8,387453504.5
Gabon,GAB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17260994662,18316073562,17750080212,18450596891,19135622320,20087399043,20815577105,22010051395,22775524355,20741072673,20350525244,20785056461,20733294776,21199240332,21345418222,21916665016,21301556639,22581377173,21834287970,21862744842,23412788815,25073166049,26389777283,27877817392,29080735300,30208747765,30840546267,30986311651,31245951094,32471045092,31874304912
United Kingdom,GBR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79E+12,1.77E+12,1.77E+12,1.82E+12,1.89E+12,1.94E+12,1.98E+12,2.08E+12,2.15E+12,2.21E+12,2.29E+12,2.34E+12,2.39E+12,2.46E+12,2.52E+12,2.58E+12,2.65E+12,2.71E+12,2.71E+12,2.59E+12,2.65E+12,2.68E+12,2.72E+12,2.77E+12,2.86E+12,2.93E+12,3.00E+12,3.06E+12,3.11E+12,3.17E+12,2.86E+12
Georgia,GEO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53472492794,42189796426,23246578060,16435330230,14726056877,15108933873,16801134770,18568453062,19144985466,19694304310,20056352794,21020151456,22170760242,24622563247,26049316774,28547335299,31236428810,35165644644,36016150959,34701376459,36870034736,39598417257,42120443741,43645753625,45580100614,46957625779,48322420425,50662483514,53116027003,55762453627,51992666509
Ghana,GHA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35522479054,37398714729,38849567604,40733771848,42077986213,43808409301,45824674322,47747641453,49991967191,52191612160,54122701853,56287609996,58820552198,61879220991,65344457360,69199782840,73628508465,76829006538,83858706162,87921230324,94866754254,1.08E+11,1.18E+11,1.27E+11,1.31E+11,1.33E+11,1.38E+11,1.49E+11,1.58E+11,1.69E+11,1.69E+11
Gibraltar,GIB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9576958319,9827244751,10148688747,10660603277,11083839792,11594546908,12111846324,12739434172,13203674599,13706999208,14050093699,14564094806,15316273425,15507512608,15870406595,16346085937,16540541226,17668188196,18398416052,18191867801,19067508411,20137597609,21328794682,22170361479,22989898168,23869473663,26452299047,29176885980,31032095920,32784222538,35075367591
"Gambia, The",GMB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164645786,2231902179,2307311208,2376809761,2380478270,2401470476,2454868268,2575156792,2665287246,2835865604,2991838219,3165364843,3062490480,3272883565,3503621856,3421226152,3402218471,3505756468,3725073280,3973376395,4208136816,3865996599,4068635488,4185517979,4126611731,4294072681,4377521957,4588632823,4920615376,5223411936,5212151511
Guinea-Bissau,GNB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945323523,2044535023,2067024908,2110432431,2177966269,2273796785,2537557212,2702498431,1943096920,1963024106,2069557176,2114857854,2094022750,2105927482,2164080605,2256402425,2308510835,2383836515,2460204322,2543087990,2660349037,2875432397,2826185355,2918203244,2946351087,3127082707,3322925819,3519615667,3564798265,3725214187,3635809047
Equatorial Guinea,GNQ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435949252.9,431492810.1,581416367.9,645565274.4,753173488.3,884875390.9,1474025402,3684664979,4560675003,5731127340,6774982263,11068957581,13223290425,15068633703,20794522665,24277335009,26147883668,30143833038,35509166778,35986181402,32774711278,34912908412,37815173746,36252197551,36402668207,33086370154,30169337714,28459489607,26684599028,25089143689,23861442452
Greece,GRC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47E+11,2.55E+11,2.57E+11,2.53E+11,2.58E+11,2.63E+11,2.71E+11,2.83E+11,2.94E+11,3.03E+11,3.15E+11,3.28E+11,3.41E+11,3.60E+11,3.79E+11,3.81E+11,4.02E+11,4.16E+11,4.14E+11,3.96E+11,3.75E+11,3.37E+11,3.13E+11,3.05E+11,3.06E+11,3.06E+11,3.04E+11,3.08E+11,3.13E+11,3.18E+11,2.90E+11
Grenada,GRD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849027655.4,860791322.5,853464707.9,836746908.2,850917686,869037766.7,907607702.5,953128717.9,1065154730,1138632964,1194288798,1170117587,1210338314,1324884411,1316306442,1491061764,1431488953,1519145476,1533540027,1432122711,1424800801,1435700197,1419115796,1452485151,1559156772,1659615484,1721679317,1798099078,1875406647,1889201814,1630235117
Greenland,GRL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50328329216,52169464689,54693600165,56841490009,59134328779,62060619128,63896235639,66684724835,70014645110,72708152049,75332093803,77089271289,80048949726,82098505158,84674687974,87448653551,92128378862,97967216349,1.01E+11,1.02E+11,1.05E+11,1.09E+11,1.12E+11,1.16E+11,1.22E+11,1.26E+11,1.30E+11,1.34E+11,1.38E+11,1.44E+11,1.41E+11
Guam,GUM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599894765,3817971573,4114165447,4450502812,4830238545,5073269416,5476874254,5815381538,5717735205,5886988847,5806701864,5939066890,6006334363,5968360792,6061667287,5943406728,6248280276,6697608871,6805172582,7068976824,7336056919,7727756738,8143790064,8441323822,8583646883,8642661275,8971766802,9306806134,9720122660,10240404611,14692887062
High income,HIC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22E+13,3.28E+13,3.36E+13,3.40E+13,3.51E+13,3.61E+13,3.72E+13,3.85E+13,3.96E+13,4.09E+13,4.26E+13,4.32E+13,4.39E+13,4.50E+13,4.66E+13,4.80E+13,4.95E+13,5.10E+13,5.13E+13,4.96E+13,5.11E+13,5.22E+13,5.29E+13,5.37E+13,5.49E+13,5.63E+13,5.73E+13,5.87E+13,6.00E+13,6.11E+13,5.83E+13
"Hong Kong SAR, China",HKG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64E+11,1.74E+11,1.84E+11,1.96E+11,2.08E+11,2.13E+11,2.22E+11,2.33E+11,2.19E+11,2.25E+11,2.42E+11,2.43E+11,2.47E+11,2.55E+11,2.77E+11,2.98E+11,3.19E+11,3.39E+11,3.46E+11,3.38E+11,3.61E+11,3.78E+11,3.85E+11,3.96E+11,4.07E+11,4.17E+11,4.26E+11,4.42E+11,4.55E+11,4.47E+11,4.20E+11
Honduras,HND,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19771799007,19115512017,20276528553,21593634710,21639392378,22978720277,23408600728,24484947633,25364014312,25177423665,27013182175,27748803335,28790587165,30099706118,31975610994,33910327064,36137300832,38373595236,39997412335,39024824105,40480895062,42033616973,43769053768,44990893059,46366750814,48147271125,50021631004,52444135530,54460609798,55905485859,50893693122
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61E+11,6.67E+11,6.65E+11,6.71E+11,6.72E+11,7.06E+11,7.43E+11,7.79E+11,8.06E+11,8.31E+11,8.56E+11,8.91E+11,9.21E+11,9.60E+11,1.01E+12,1.07E+12,1.14E+12,1.20E+12,1.27E+12,1.31E+12,1.39E+12,1.45E+12,1.50E+12,1.58E+12,1.67E+12,1.75E+12,1.83E+12,1.92E+12,2.00E+12,2.08E+12,2.09E+12
Croatia,HRV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69978306118,74159986512,78707495417,80443651117,79738603640,82047435312,84535522365,89372707681,94311395896,98224693361,1.02E+11,1.08E+11,1.13E+11,1.15E+11,1.07E+11,1.05E+11,1.05E+11,1.03E+11,1.02E+11,1.02E+11,1.05E+11,1.08E+11,1.12E+11,1.15E+11,1.19E+11,1.10E+11
